Language	Chapter	Number	Text
XXX	10032	619	"2F4584C6D754204E8FE1E3664FA9FD0A9B334756"
BRI	10032	620	"==="
CHI	10032	620	"显示图表"
ENG	10032	620	"Show graph"
FRA	10032	620	"Afficher le graphique"
GER	10032	620	"Grafik anzeigen"
POR	10032	620	"Ver gráfico"
SPA	10032	620	"Mostrar el gráfico"
XXX	10032	620	"8395C20C3C4A5CAEC02BEA0BF9FD1B5BA208610A"
BRI	10032	621	"==="
CHI	10032	621	"显示列表"
ENG	10032	621	"Show list"
FRA	10032	621	"Afficher la liste"
GER	10032	621	"Verzeichnis anzeigen"
POR	10032	621	"Veja a lista"
SPA	10032	621	"Mostrar la lista"
XXX	10032	621	"8AF2E0EE4647659B46670E62E77E2922B2C75261"
BRI	10032	622	"==="
CHI	10032	622	"定制列表"
ENG	10032	622	"Customize list"
FRA	10032	622	"Personnaliser la liste"
GER	10032	622	"Verzeichnis anpassen"
POR	10032	622	"Personalizar a lista"
SPA	10032	622	"Personalizar la lista"
XXX	10032	622	"3C009DB0BB78F83C96897E5A35D5693CA4797875"
BRI	10032	623	"==="
CHI	10032	623	"取消排序"
ENG	10032	623	"Cancel sort"
FRA	10032	623	"Annuler le tri"
GER	10032	623	"Sortieren abbrechen"
POR	10032	623	"Anular ordenação"
SPA	10032	623	"Cancelar la clasificación"
XXX	10032	623	"49B8FFBD9536188F9929633FB7B7E4C56C7CD6EA"
BRI	10032	624	"==="
CHI	10032	624	"没有待显示的数据"
ENG	10032	624	"No data to display"
FRA	10032	624	"Aucune donnée à afficher"
GER	10032	624	"Keine Daten anzuzeigen"
POL	10032	624	"Brak danych do wyświetlenia"
POR	10032	624	"Nenhum dado a apresentar"
SPA	10032	624	"Ningún dato a visualizar"
XXX	10032	624	"A0D9584157AC15894B425FA444231BDCCFFB3A99"
BRI	10032	625	"==="
CHI	10032	625	"等待数据"
ENG	10032	625	"Waiting for data"
FRA	10032	625	"En attente de données"
GER	10032	625	"Auf Daten warten"
POR	10032	625	"À espera de dados"
SPA	10032	625	"En espera de datos"
XXX	10032	625	"FF986B0191F3F36C84E8B126552F532DF0F28068"
BRI	10032	626	"==="
CHI	10032	626	"筛选器"
ENG	10032	626	"Filters"
FRA	10032	626	"Filtres"
GER	10032	626	"Filter"
POR	10032	626	"Filtros"
SPA	10032	626	"Filtros"
XXX	10032	626	"52F637F4A320A4E1B48A9B2D11713E3927DAECD3"
BRI	10032	627	"==="
CHI	10032	627	"操作"
ENG	10032	627	"Actions"
FRA	10032	627	"Actions"
GER	10032	627	"Vorgänge"
POL	10032	627	"Opcje"
POR	10032	627	"Acções"
SPA	10032	627	"Acciones"
XXX	10032	627	"A9ED15C066775DDB263F4100C382E5D2557860FE"
BRI	10032	628	"Record"
CHI	10032	628	"记录"
ENG	10032	628	"Result"
FRA	10032	628	"Résultat"
GER	10032	628	"Ergebnis"
POR	10032	628	"Resultado"
SPA	10032	628	"Resultado"
XXX	10032	628	"78C304B6B29A86C84EB4978D5935041C38218237"
BRI	10032	629	"Records"
CHI	10032	629	"记录"
ENG	10032	629	"Results"
FRA	10032	629	"Résultats"
GER	10032	629	"Ergebnisse"
POR	10032	629	"Resultados"
SPA	10032	629	"Resultados"
XXX	10032	629	"37664BB12D8E5755D85EA81EA2BCCB5643BD9C8E"
BRI	10032	630	"==="
CHI	10032	630	"...的"
ENG	10032	630	"of"
FRA	10032	630	"de"
GER	10032	630	"von"
POR	10032	630	"de"
SPA	10032	630	"de"
XXX	10032	630	"B8AB82F322E81B7AE9729CD6E054294D50725FFE"
BRI	10032	631	"==="
CHI	10032	631	"第一个"
ENG	10032	631	"First"
FRA	10032	631	"Premier"
GER	10032	631	"Erster"
POR	10032	631	"Primeiro"
SPA	10032	631	"Primer"
XXX	10032	631	"8B42AD17D2B3991F80930944CC9FDDB7CF3D0438"
BRI	10032	632	"==="
CHI	10032	632	"最后一个"
ENG	10032	632	"Last"
FRA	10032	632	"Dernier"
GER	10032	632	"Letzter"
POR	10032	632	"Último"
SPA	10032	632	"Último"
XXX	10032	632	"9AB4D715668873DD477BBAEFD47D53E60E772BEA"
BRI	10032	633	"==="
CHI	10032	633	"上一个"
ENG	10032	633	"Prev"
FRA	10032	633	"Précédent"
GER	10032	633	"Vorheriger"
POR	10032	633	"Precedente"
SPA	10032	633	"Anterior"
XXX	10032	633	"E6400817B32D2E3D67B5DAA5D17AA4D007ABE1E8"
BRI	10032	634	"==="
CHI	10032	634	"下一个"
ENG	10032	634	"Next"
FRA	10032	634	"Suivant"
GER	10032	634	"Nächster"
POR	10032	634	"Seguinte"
SPA	10032	634	"Siguiente"
XXX	10032	634	"7A46279B6EE526FF458FA62B3720735CC7D5C86D"
BRI	10032	635	"Page size"
CHI	10032	635	"页面大小"
ENG	10032	635	"Display"
FRA	10032	635	"Afficher"
GER	10032	635	"Anzeigen"
POR	10032	635	"Mostrar"
SPA	10032	635	"Mostrar"
XXX	10032	635	"35E08DE77409E02699A67B75B2F4A428A9E667ED"
BRI	10032	636	"==="
CHI	10032	636	"移动记录"
ENG	10032	636	"Move record"
FRA	10032	636	"Déplacer l'enregistrement"
GER	10032	636	"Datensatz verschieben"
POR	10032	636	"Mova o registro"
SPA	10032	636	"Mover el registro"
XXX	10032	636	"1B46D37C37765B6B048BB5573FCC4A8EA8846B8F"
BRI	10032	637	"==="
CHI	10032	637	"选择"
ENG	10032	637	"Select"
FRA	10032	637	"Sélectionner"
GER	10032	637	"Auswählen"
POR	10032	637	"Seleccionar"
SPA	10032	637	"Seleccionar"
XXX	10032	637	"45A3C00F6389D012C9B9192BC37791A6AA2A5DF3"
BRI	10032	638	"==="
CHI	10032	638	"弹出视图"
ENG	10032	638	"Popup view"
FRA	10032	638	"Vue popup"
GER	10032	638	"Popup-Ansicht"
POL	10032	638	"Tryb formularza"
POR	10032	638	"Ver pop-up"
SPA	10032	638	"Vista popup"
XXX	10032	638	"1D63BD2AFFD8934790994954C87FDB7D3E760705"
BRI	10032	639	"==="
CHI	10032	639	"添加"
ENG	10032	639	"Append"
FRA	10032	639	"Ajouter"
GER	10032	639	"Hinzufügen"
POR	10032	639	"Adicionar"
SPA	10032	639	"Añadir"
XXX	10032	639	"9EC0EBA2AC3C1EF18F7231A939AF2D3A4A83F0EC"
BRI	10032	640	"==="
CHI	10032	640	"插入"
ENG	10032	640	"Insert"
FRA	10032	640	"Insérer"
GER	10032	640	"Einfügen"
POL	10032	640	"Wstaw"
POR	10032	640	"Inserir"
SPA	10032	640	"Insertar"
XXX	10032	640	"8E741D6253057EEE619676C4B3AB66BE9AFA48AC"
BRI	10032	641	"==="
CHI	10032	641	"删除"
ENG	10032	641	"Delete"
FRA	10032	641	"Supprimer"
GER	10032	641	"Löschen"
POL	10032	641	"Usuń"
POR	10032	641	"Suprimir"
SPA	10032	641	"Borrar"
XXX	10032	641	"76194A2F11C991107BE230E47347FFA6CEB135C0"
BRI	10032	642	"==="
CHI	10032	642	"全部删除"
ENG	10032	642	"Delete all"
FRA	10032	642	"Tout supprimer"
GER	10032	642	"Alles löschen"
POR	10032	642	"Suprimir tudo"
SPA	10032	642	"Borrar todo"
XXX	10032	642	"C4D3A13A24938748C8F39D462F79F0C3C9AD557C"
BRI	10032	643	"==="
CHI	10032	643	"全部"
ENG	10032	643	"All"
FRA	10032	643	"Tout"
GER	10032	643	"Alle"
POR	10032	643	"Tudo"
SPA	10032	643	"Todo"
XXX	10032	643	"1D4052DBA055E33D9B3EBD7D7D3B9A5DE59D9F65"
BRI	10032	644	"==="
CHI	10032	644	"大于"
ENG	10032	644	"Greater than"
FRA	10032	644	"Supérieur à"
GER	10032	644	"Größer als"
POR	10032	644	"Superior a"
SPA	10032	644	"Superior a"
XXX	10032	644	"EDE474F709A59007A87606ED215292A719C5A1B2"
BRI	10032	645	"==="
CHI	10032	645	"大于或等于"
ENG	10032	645	"Greater than or equal to"
FRA	10032	645	"Supérieur ou égal à"
GER	10032	645	"Größer als oder gleich"
POR	10032	645	"Superior ou igual a"
SPA	10032	645	"Superior o igual a"
XXX	10032	645	"FBF1143E0F5FF3FB7EB8AA6AFA741452D5B12A5E"
BRI	10032	646	"==="
CHI	10032	646	"小于"
ENG	10032	646	"Less than"
FRA	10032	646	"Inférieur à"
GER	10032	646	"Kleiner als"
POR	10032	646	"Inferior a"
SPA	10032	646	"Inferior a"
XXX	10032	646	"F9D5014E4C8715E137C4A4CD81F21E90A5EBA3B3"
BRI	10032	647	"==="
CHI	10032	647	"小于或等于"
ENG	10032	647	"Less than or equal to"
FRA	10032	647	"Inférieur ou égal à"
GER	10032	647	"Kleiner als oder gleich"
POR	10032	647	"Inferior ou igual a"
SPA	10032	647	"Inferior o igual a"
XXX	10032	647	"A869E01C5F295D23351AA587DF007632A1316160"
BRI	10032	648	"==="
CHI	10032	648	"等于"
ENG	10032	648	"Equal to"
FRA	10032	648	"Egal à"
GER	10032	648	"Gleich"
POR	10032	648	"Igual"
SPA	10032	648	"Igual a"
XXX	10032	648	"CF98AD2E4C77C848A65009E0382676DA476536FC"
BRI	10032	649	"==="
CHI	10032	649	"不等于"
ENG	10032	649	"Not equal to"
FRA	10032	649	"Non égal à"
GER	10032	649	"Nicht gleich"
POR	10032	649	"Não igual a"
SPA	10032	649	"Diferente de"
XXX	10032	649	"FACAB18C2AD9D8828D517C69114E62224A46241C"
BRI	10032	650	"==="
CHI	10032	650	"介于"
ENG	10032	650	"Between"
FRA	10032	650	"Entre"
GER	10032	650	"Zwischen"
POR	10032	650	"Entre"
SPA	10032	650	"Entre"
XXX	10032	650	"B089D39D8DAE30B681EFEB2CDE2C3406DA5094A6"
BRI	10032	651	"==="
CHI	10032	651	"包含"
ENG	10032	651	"Contains"
FRA	10032	651	"Contient"
GER	10032	651	"Enthält"
POR	10032	651	"Contendo"
SPA	10032	651	"Contiene"
XXX	10032	651	"A9161D31B796E571F78B58F343C2EE67F8A68A66"
BRI	10032	652	"==="
CHI	10032	652	"起始为"
ENG	10032	652	"Starts with"
FRA	10032	652	"Commence par"
GER	10032	652	"Beginnt mit"
POR	10032	652	"Começar por"
SPA	10032	652	"Empieza por"
XXX	10032	652	"B10E2684D493D6DBDAFD190A0BB3C6F2698FA8A2"
BRI	10032	653	"==="
CHI	10032	653	"空"
ENG	10032	653	"Empty"
FRA	10032	653	"Vide"
GER	10032	653	"Leer"
POR	10032	653	"Vazio"
SPA	10032	653	"Vacía"
XXX	10032	653	"686C54835FAC8C37384507337E7F788EA3411DA9"
BRI	10032	654	"==="
CHI	10032	654	"非空"
ENG	10032	654	"Not empty"
FRA	10032	654	"Non vide"
GER	10032	654	"Nicht leer"
POR	10032	654	"Não vazio"
SPA	10032	654	"No vacía"
XXX	10032	654	"99A52DC6FF43AAA4BF193E8F3BC9A9709BB2EDAF"
BRI	10032	655	"==="
CHI	10032	655	"无法借助操作符'{operator}'为类型'{type}'应用比较"
ENG	10032	655	"Cannot apply comparison with operator '{operator}' with type '{type}'"
FRA	10032	655	"Impossible d'appliquer la comparaison avec l'opérateur '{operator}' pour le type '{type}'"
GER	10032	655	"Der Vergleich mit dem Betreiber '{operator}' für den Typ '{type}' kann nicht angewendet werden"
POR	10032	655	"Impossível aplicar o 'operador {}' operador de comparação para o tipo '{type}'"
SPA	10032	655	"Imposible aplicar el comparativo con el operador '{operador}' para el tipo '{type}'"
XXX	10032	655	"50C80823268D759F41B8FBC5494B88D76E8F2075"
BRI	10032	656	"==="
CHI	10032	656	"操作符'{operator}'的错误筛选值'{value}'"
ENG	10032	656	"Wrong filter value '{value}' for operator '{operator}'"
FRA	10032	656	"Valeur de filtre '{value}' erronée pour l'opérateur '{operator}'"
GER	10032	656	"Falscher Wertefilter '{value}' für Betreiber '{operator}'"
POR	10032	656	"Valor do filtro {value} errônea para o operador {} operador '"
SPA	10032	656	"Valor de filtro '{value}'  erróneo para el operador '{operator}'"
XXX	10032	656	"395FD09447CE59CB29B6DAF7E2994C152C03350D"
BRI	10032	657	"==="
CHI	10032	657	"第一个"
ENG	10032	657	"First"
FRA	10032	657	"Premier"
GER	10032	657	"Erster"
POR	10032	657	"Primeiro"
SPA	10032	657	"Primer"
XXX	10032	657	"0B78F4A63CEFC65318FEE81DB6A5506F82C6DDEC"
BRI	10032	658	"==="
CHI	10032	658	"上一个"
ENG	10032	658	"Previous"
FRA	10032	658	"Précédent"
GER	10032	658	"Vorheriger"
POR	10032	658	"Precedente"
SPA	10032	658	"Anterior"
XXX	10032	658	"1C7EB214909A8555003059A31B6B06F04E6913DA"
BRI	10032	659	"==="
CHI	10032	659	"下一个"
ENG	10032	659	"Next"
FRA	10032	659	"Suivant"
GER	10032	659	"Nächster"
POR	10032	659	"Seguinte"
SPA	10032	659	"Siguiente"
XXX	10032	659	"E847061F76088BC634DDAA451C954CBE1CD1AAA1"
BRI	10032	660	"==="
CHI	10032	660	"最后一个"
ENG	10032	660	"Last"
FRA	10032	660	"Dernier"
GER	10032	660	"Letzter"
POR	10032	660	"Último"
SPA	10032	660	"Último"
XXX	10032	660	"712DB7012087709F101166826B2BFE186A7CBFAF"
BRI	10032	661	"==="
CHI	10032	661	"表格中的诊断"
ENG	10032	661	"Diagnose(s) in the grid"
FRA	10032	661	"Diagnostic dans le tableau"
GER	10032	661	"Diagnose in der Tabelle"
POR	10032	661	"Diagnóstico na tabela"
SPA	10032	661	"Diagnóstico en la tabla"
XXX	10032	661	"90E5EE8924E590EF3B07C2553F9AEE60B10C3D80"
BRI	10032	662	"==="
CHI	10032	662	"错误的链接类型{0}"
ENG	10032	662	"Incorrect link type {0}"
FRA	10032	662	"Type de lien incorrect {0}"
GER	10032	662	"Falscher Linktyp {0}"
POR	10032	662	"Tipo errado de link {0}"
SPA	10032	662	"Tipo de enlace incorrecto {0}"
XXX	10032	662	"D83CC0E2FAD7EC42607FF141D8C2462A94B56B93"
BRI	10032	663	"==="
CHI	10032	663	"不支持链接的定义'{0}'"
ENG	10032	663	"Link definition '{0}' is not supported"
FRA	10032	663	"La définition du lien '{0}' n'est pas supportée"
GER	10032	663	"Die Linkdefinition '{0}' wird nicht unterstützt"
POR	10032	663	"Definir a relação '{0}' não é suportado"
SPA	10032	663	"La definición del enlace '{0}' no está soportado"
XXX	10032	663	"42F5187DAAD7222B69712F9F5EA52AC1FD6002A9"
BRI	10032	664	"==="
CHI	10032	664	"下载服务器上的文件失败"
ENG	10032	664	"File upload failed"
FRA	10032	664	"Le téléchargement du fichier sur le serveur a échoué"
GER	10032	664	"Das Hochladen der Datei auf den Server ist fehlgeschlagen"
POR	10032	664	"Baixe o arquivo no servidor que falhou"
SPA	10032	664	"La descarga del fichero en el servidor ha fallado"
XXX	10032	664	"A8CFA2A5FFD9EFB16B62C8A1E2E0DA3457CE2452"
BRI	10032	665	"==="
CHI	10032	665	""
ENG	10032	665	"Ok"
FRA	10032	665	"Ok"
GER	10032	665	"==="
POR	10032	665	"==="
SPA	10032	665	"==="
XXX	10032	665	"069E4D9F74E3AFBC352EF01C0C4A5E692B0BA843"
BRI	10032	666	"==="
CHI	10032	666	"关闭"
ENG	10032	666	"Close"
FRA	10032	666	"Fermer"
GER	10032	666	"Schließen"
POR	10032	666	"Fechar"
SPA	10032	666	"Cerrar"
XXX	10032	666	"D5950E6F30C84EA9AB4EC603C642F12386AECF3A"
BRI	10032	667	"==="
CHI	10032	667	""
ENG	10032	667	"Ok"
FRA	10032	667	"Ok"
GER	10032	667	"==="
POR	10032	667	"==="
SPA	10032	667	"==="
XXX	10032	667	"C84E50E0727147829252614FA9B8F4DE1BA1669D"
BRI	10032	668	"==="
CHI	10032	668	"是"
ENG	10032	668	"Yes"
FRA	10032	668	"Oui"
GER	10032	668	"Ja"
POR	10032	668	"Sim"
SPA	10032	668	"Sí"
XXX	10032	668	"6077372CADCCABE36E8EF7509C23341A876CE985"
BRI	10032	669	"==="
CHI	10032	669	"否"
ENG	10032	669	"No"
FRA	10032	669	"Non"
GER	10032	669	"Nein"
POR	10032	669	"Não"
SPA	10032	669	"==="
XXX	10032	669	"64C6C73D2A1891D594EFA878E33C29541952A5D3"
BRI	10032	670	"==="
CHI	10032	670	"取消"
ENG	10032	670	"Cancel"
FRA	10032	670	"Annuler"
GER	10032	670	"Abbrechen"
POR	10032	670	"Anular"
SPA	10032	670	"Cancelar"
XXX	10032	670	"D9C2A94F0B37B1BD33A29D12E7E8F7056078EC1F"
BRI	10032	671	"==="
CHI	10032	671	"信息"
ENG	10032	671	"Information"
FRA	10032	671	"Information"
GER	10032	671	"==="
POR	10032	671	"Informação"
SPA	10032	671	"Información"
XXX	10032	671	"72343D51244F07BAB002E5147805436DE42DC259"
BRI	10032	672	"==="
CHI	10032	672	"确认"
ENG	10032	672	"Confirmation"
FRA	10032	672	"Confirmation"
GER	10032	672	"Bestätigung"
POR	10032	672	"Confirmação"
SPA	10032	672	"Confirmación"
XXX	10032	672	"2A5F82B454B5627D7DB276B524C4A74A35287705"
BRI	10032	673	"==="
CHI	10032	673	"警告"
ENG	10032	673	"Warning"
FRA	10032	673	"Avertissement"
GER	10032	673	"Warnung"
POR	10032	673	"Advertência"
SPA	10032	673	"Aviso"
XXX	10032	673	"26ABFC96501905029F33F396452549B859AB9CA3"
BRI	10032	674	"==="
CHI	10032	674	"警报"
ENG	10032	674	"Alert"
FRA	10032	674	"Alerte"
GER	10032	674	"Alarm"
POR	10032	674	"Alerta"
SPA	10032	674	"Alerta"
XXX	10032	674	"E2333E17BE50E18B8DD8104F043A4F2B0166BFDB"
BRI	10032	675	"==="
CHI	10032	675	"显示技术细节"
ENG	10032	675	"Show technical detail"
FRA	10032	675	"Afficher les détails techniques"
GER	10032	675	"Technische Details anzeigen"
POR	10032	675	"Mostrar detalhes técnicos"
SPA	10032	675	"Mostrar los detalles técnicos"
XXX	10032	675	"BB9A58AF672EF977F3F608EB280543D9B6693471"
BRI	10032	676	"==="
CHI	10032	676	"隐藏技术细节"
ENG	10032	676	"Hide technical detail"
FRA	10032	676	"Masquer les détails techniques"
GER	10032	676	"Technische Details verstecken"
POR	10032	676	"Ocultar detalhes técnicos"
SPA	10032	676	"Ocultar  los detalles técnicos"
XXX	10032	676	"2F2C227D2C8280D7EAC31AFC34941735C3C9B893"
BRI	10032	677	"==="
CHI	10032	677	"您需要注意的是"
ENG	10032	677	"Your attention is required"
FRA	10032	677	"Votre attention est requise"
GER	10032	677	"Ihre Aufmerksamkeit wird erfordert"
POR	10032	677	"É necessária a sua atenção"
SPA	10032	677	"Se requiere su atención"
XXX	10032	677	"BD29E6A3989844497B535A7CE6FA4B3409A2293E"
BRI	10032	678	"From:"
CHI	10032	678	"从："
ENG	10032	678	"From :·"
FRA	10032	678	"De :·"
GER	10032	678	"Von:"
POR	10032	678	"De:·"
SPA	10032	678	"De :·"
XXX	10032	678	"F44596F7D7A53B9E25FDB8BDD5416B0FF9C3812C"
BRI	10032	679	"==="
CHI	10032	679	"您需要注意的是"
ENG	10032	679	"Your attention is required"
FRA	10032	679	"Votre attention est requise"
GER	10032	679	"Ihre Aufmerksamkeit wird erfordert"
POR	10032	679	"É necessária a sua atenção"
SPA	10032	679	"Se requiere su atención"
XXX	10032	679	"C75B78A00DBF5A2773852A5F59BBEC8C4728DA83"
BRI	10032	680	"==="
CHI	10032	680	"消息"
ENG	10032	680	"Messages"
FRA	10032	680	"Messages"
GER	10032	680	"Nachrichten"
POR	10032	680	"Mensagens"
SPA	10032	680	"Mensajes"
XXX	10032	680	"7D603BFC520D8125D515946EBC3CE0E3B05E22CE"
BRI	10032	681	"==="
CHI	10032	681	"追踪"
ENG	10032	681	"Trace"
FRA	10032	681	"Trace"
GER	10032	681	"==="
POR	10032	681	"==="
SPA	10032	681	"Traza"
XXX	10032	681	"72DCE80710C1BA0D008F4CB3113C6EA319593A4D"
BRI	10032	682	"Application  code:"
CHI	10032	682	"应用程序代码："
ENG	10032	682	"Application Code :·"
FRA	10032	682	"Code de l'application :·"
GER	10032	682	"Anwendungscode:"
POR	10032	682	"O código do aplicativo:·"
SPA	10032	682	"Código de aplicación:·"
XXX	10032	682	"1EC93DF70409E3F6352C59B26ED9531AA335C93A"
BRI	10032	683	"==="
CHI	10032	683	"全选"
ENG	10032	683	"Select All"
FRA	10032	683	"Tout sélectionner"
GER	10032	683	"Alle auswählen"
POR	10032	683	"Seleccionar tudo"
SPA	10032	683	"Todo seleccionado"
XXX	10032	683	"7C25306A140B5D8CDF7D5EF68BC6CF7C719292D0"
BRI	10032	684	"==="
CHI	10032	684	"错误"
ENG	10032	684	"Error(s)"
FRA	10032	684	"Erreur(s)"
GER	10032	684	"Fehler"
POR	10032	684	"Erro(s)"
SPA	10032	684	"Error(es)"
XXX	10032	684	"8A56180EC3A01B047F986322F8F7C1BCE745FDED"
BRI	10032	685	"==="
CHI	10032	685	"致命的"
ENG	10032	685	"Fatal(s)"
FRA	10032	685	"Fatale(s)"
GER	10032	685	"Schwerwiegende Fehler"
POR	10032	685	"Fatal (s)"
SPA	10032	685	"Fatal(es)"
XXX	10032	685	"64E4D5EF3A2AD5DE181930F32FB0707E10C9EB7B"
BRI	10032	686	"==="
CHI	10032	686	"警告"
ENG	10032	686	"Warning(s)"
FRA	10032	686	"Avertissement(s)"
GER	10032	686	"Warnung(en)"
POR	10032	686	"Alerta(s)"
SPA	10032	686	"Aviso(s)"
XXX	10032	686	"C0E2A15231EBF80870FF39CD005C297F587D5272"
BRI	10032	687	"==="
CHI	10032	687	"信息"
ENG	10032	687	"Information(s)"
FRA	10032	687	"Information(s)"
GER	10032	687	"Information(en)"
POR	10032	687	"Informações (s)"
SPA	10032	687	"Información"
XXX	10032	687	"B8BC303CBE824E0E48E850A8ED944C3C67C6C419"
BRI	10032	688	"==="
CHI	10032	688	"全部显示"
ENG	10032	688	"Show All"
FRA	10032	688	"Tout afficher"
GER	10032	688	"Alle anzeigen"
POR	10032	688	"Mostrar tudo"
SPA	10032	688	"Todo mostrado"
XXX	10032	688	"60FF358B24C6DAB246B8C8CFB9F2F9A421B03A99"
BRI	10032	689	"==="
CHI	10032	689	"更少"
ENG	10032	689	"Less"
FRA	10032	689	"Moins"
GER	10032	689	"Weniger"
POR	10032	689	"Menos"
SPA	10032	689	"Menos"
XXX	10032	689	"662B32249943C46AB43FED25E2D9921146BE574E"
BRI	10032	690	"==="
CHI	10032	690	"全部"
ENG	10032	690	"All"
FRA	10032	690	"Tout"
GER	10032	690	"Alle"
POR	10032	690	"Tudo"
SPA	10032	690	"Todo"
XXX	10032	690	"D996DED28B8BCDA1BDD0C6996319BC157E862235"
BRI	10032	691	"==="
CHI	10032	691	"转到下一个错误"
ENG	10032	691	"Go to next error"
FRA	10032	691	"Aller à l'erreur suivante"
GER	10032	691	"Zum nächsten Fehler gehen"
POR	10032	691	"Vá para o próximo erro"
SPA	10032	691	"Ir al error siguiente"
XXX	10032	691	"091760AA48CDD8EE9714483B9BEBFE69474EE25A"
BRI	10032	692	"==="
CHI	10032	692	"显示列表"
ENG	10032	692	"Show list"
FRA	10032	692	"Afficher la liste"
GER	10032	692	"Verzeichnis anzeigen"
POR	10032	692	"Veja a lista"
SPA	10032	692	"Visualizar la lista"
XXX	10032	692	"49E5A079B84586D3989C3923816410A4C8776CDF"
BRI	10032	693	"==="
CHI	10032	693	"查看更多信息"
ENG	10032	693	" More"
FRA	10032	693	"Voir plus d'infos"
GER	10032	693	"Mehr"
POR	10032	693	"Veja mais informações"
SPA	10032	693	"Ver más info"
XXX	10032	693	"107D193ED8D9D9F28892F646EE47C5448BABE588"
BRI	10032	694	"==="
CHI	10032	694	"下一个"
ENG	10032	694	"Next"
FRA	10032	694	"Suivant"
GER	10032	694	"Nächster"
POR	10032	694	"Seguinte"
SPA	10032	694	"Siguiente"
XXX	10032	694	"5283E4347E1F7960B2DF4740E81B47B2320417B3"
BRI	10032	695	"==="
CHI	10032	695	"上一个"
ENG	10032	695	"Prev"
FRA	10032	695	"Précédent"
GER	10032	695	"Vorheriger"
POR	10032	695	"Precedente"
SPA	10032	695	"Anterior"
XXX	10032	695	"BF82D1DA105A7839CDF7E78715440DBB0E31F882"
BRI	10032	696	"==="
CHI	10032	696	"转到下一个错误"
ENG	10032	696	"Jump to next"
FRA	10032	696	"Aller à la prochaine erreur"
GER	10032	696	"Zum nächsten Fehler gehen"
POR	10032	696	"Vá para o próximo erro"
SPA	10032	696	"Ir al error siguiente"
XXX	10032	696	"CEFC7B4169AEC61861E29B74D358F6A5ACDED18F"
BRI	10032	697	"==="
CHI	10032	697	"转到上一个错误"
ENG	10032	697	"Jump to prev"
FRA	10032	697	"Aller à l'erreur précédente"
GER	10032	697	"Zum vorherigen Fehler gehen"
POR	10032	697	"Ir para o erro anterior"
SPA	10032	697	"Ir al error anterior"
XXX	10032	697	"6D3EDD5505311304704E4C7ED829BC2264A1EC73"
BRI	10032	698	"==="
CHI	10032	698	"查看警报"
ENG	10032	698	"See alert(s)"
FRA	10032	698	"Voir l'(les) alerte(s)"
GER	10032	698	"Alarm ansehen"
POR	10032	698	"Ver (a) alerta (s)"
SPA	10032	698	"Ver las alertas"
XXX	10032	698	"6603A84703BBF0DD8666EBE0CA6EFBBF4C5EB2D8"
BRI	10032	699	"==="
CHI	10032	699	"详细信息"
ENG	10032	699	"Detail"
FRA	10032	699	"Detail"
GER	10032	699	"==="
POR	10032	699	"Detalhe"
SPA	10032	699	"Detalle"
XXX	10032	699	"0E38A5DA885C404CF80A3D954D9CD1CD0B791639"
BRI	10032	700	"==="
CHI	10032	700	"点击进入表格并打开卡片"
ENG	10032	700	"Click to go to grid and open card"
FRA	10032	700	"Cliquer pour aller sur le tableau et ouvrir la fiche"
GER	10032	700	"Hier klicken um zur Tabelle zu gelangen und die Datei zu öffnen"
